label,sample_size,distinct_matrices_in_sample,contains_1295,contains_1220,in_sample_total_cost,in_sample_worst_recourse,complete_library_total_cost,complete_library_worst_recourse,gap_vs_in_sample,gap_vs_exact_optimum,in_sample_rel_dev_from_exact_pct,C_depot_0,C_depot_1,q_mode_0,q_mode_1,q_mode_2,investment_cost,worst_scenario_id,worst_events_json,worst_unmet_tons,master_assembly_plus_lp_time_s,maximal_set_eval_time_s,wall_time_s
random_seed_77,1000,999,False,False,3578912557.0014143,3510004415.5586987,8278590071.570014,8209681930.127298,4699677514.5686,4697496598.5345745,-0.06090084077520902,600.0,600.0,371.72560113154174,300.0,130.0,68908141.4427157,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,12.342347145080566,3.012241840362549,15.556167840957642
random_seed_78,1000,999,False,False,3579824481.738487,3511189442.151527,6579213327.958747,6510578288.371787,2999388846.22026,2998119854.923308,-0.03543586076452268,600.0,600.0,344.5715071701352,185.57443604209075,158.33333333333334,68635039.58695985,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,10.11764931678772,3.4085028171539307,13.72999906539917
random_seed_79,1000,1000,False,False,3580013359.733548,3511188515.7305374,4680718995.978613,4611894151.975602,1100705636.2450647,1099625522.943174,-0.030161550097024266,600.0,600.0,324.9041317773283,188.0864706914759,189.99483225773113,68824844.00301057,1295,"[[0, 0, 6], [1, 0, 6]]",410.03100645361326,13.232322692871094,3.345593214035034,16.77794313430786
random_seed_80,1000,999,False,False,3579705573.825503,3511019869.1275163,6579232038.031319,6510546333.333332,2999526464.205816,2998138564.9958797,-0.03875629665594063,600.0,600.0,358.3333333333333,190.47352721849694,158.33333333333334,68685704.69798659,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,13.249048948287964,3.407536268234253,16.86013960838318
random_seed_81,1000,998,False,False,3578906500.0,3510170500.0,8278574400.0,8209838400.0,4699667900.0,4697480926.964561,-0.06106997909734181,600.0,600.0,300.0,300.0,130.0,68736000.0,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,12.567378044128418,3.6425938606262207,16.42935037612915
random_seed_82,1000,999,False,False,3579801620.419043,3511198526.6650114,6579177964.131551,6510574870.37752,2999376343.7125077,2998084491.096112,-0.03607425011726763,600.0,600.0,345.9171742044408,175.80348220580618,158.33333333333334,68603093.75403155,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,12.624179124832153,3.6981828212738037,16.530985832214355
random_seed_83,1000,999,False,False,3579713816.6942964,3511063235.1598206,6579189524.597824,6510538943.063348,2999475707.9035277,2998096051.562385,-0.03852611922953292,600.0,600.0,365.87442515442063,175.68969836267084,158.33333333333334,68650581.53447622,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,12.122505903244019,3.6016452312469482,15.938768863677979
random_seed_84,1000,998,False,False,3579756636.2319922,3511208383.8715014,6550673105.251851,6482124852.89136,2970916469.019859,2969579632.216412,-0.03733040797490349,600.0,600.0,351.4533508144494,155.930617719542,158.80751315918346,68548252.36049116,1295,"[[0, 0, 6], [1, 0, 6]]",597.1549210448992,12.365259885787964,3.397904872894287,15.976534843444824
random_seed_85,1000,997,False,False,3578498250.0,3509138250.0,8578921000.0,8509561000.0,5000422750.0,4997827526.964561,-0.07247012832756995,600.0,600.0,350.0,450.0,125.0,69360000.0,1295,"[[0, 0, 6], [1, 0, 6]]",800.0,12.12094497680664,3.570373058319092,15.906189918518066
random_seed_86,1000,999,False,False,3579700667.7291474,3511019910.355218,6579227090.707262,6510546333.333332,2999526422.9781146,2998133617.671823,-0.038893296608395925,600.0,600.0,358.3333333333333,189.09927053598233,158.33333333333334,68680757.37392953,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,11.78279185295105,3.6129579544067383,15.60758113861084
random_seed_87,1000,999,False,False,3578905240.5023546,3509994081.9466248,8278592309.262166,8209681150.706436,4699687068.759811,4697498836.226727,-0.06110514985328163,600.0,600.0,372.9827315541601,300.0,130.0,68911158.55572999,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,13.27650499343872,3.181472063064575,16.671898126602173
random_seed_88,1000,999,False,False,3578615500.0,3509630500.0,10078022500.0,10009037500.0,6499407000.0,6496929026.964561,-0.06919598871398942,600.0,600.0,268.75,450.0,100.0,68985000.0,1295,"[[0, 0, 6], [1, 0, 6]]",950.0,14.811322212219238,3.719404697418213,18.748791217803955
random_seed_89,1000,998,False,False,3578682349.190618,3509951707.8200955,7622173965.12341,7553443323.752888,4043491615.932792,4041080492.087971,-0.06732926305822555,600.0,600.0,347.01260087781407,245.28292982207722,140.94341403558457,68730641.37052244,1295,"[[0, 0, 6], [1, 0, 6]]",704.3395157864927,13.156523942947388,3.5726988315582275,16.948097944259644
random_seed_90,1000,997,False,False,3579786896.1966324,3510832622.7777257,4680446627.159539,4611492353.740633,1100659730.9629068,1099353154.1241002,-0.0364854156599028,600.0,600.0,369.5907409136995,194.23767797603836,190.0,68954273.41890661,1295,"[[0, 0, 6], [1, 0, 6]]",410.0,12.954528093338013,3.4955227375030518,16.66045379638672
random_seed_91,1000,995,False,False,3578944210.3004293,3510049068.669528,8278580558.798284,8209685417.167382,4699636348.497854,4697487085.762844,-0.0600169403896596,600.0,600.0,366.3090128755236,300.0,130.0,68895141.63090126,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,12.451687812805176,3.1445751190185547,15.812657117843628
random_seed_92,1000,1000,False,False,3579050074.418605,3509744400.0,8278964074.418605,8209658400.0,4699914000.0,4697870601.383165,-0.05706074505511635,600.0,600.0,500.0,324.90956072351423,130.0,69305674.41860466,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,11.729262828826904,3.2111408710479736,15.156522989273071
random_seed_93,1000,999,False,False,3579675739.0580354,3511001936.162582,6579210072.655235,6510536269.759782,2999534333.5972,2998116599.6197963,-0.03958941558154661,600.0,600.0,369.72619389904804,179.57223058215257,158.33333333333334,68673802.89545347,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,11.31920838356018,3.254610061645508,14.788759231567383
random_seed_94,1000,999,False,False,3579705312.9361663,3511131084.380173,6579126874.904588,6510552646.348595,2999421561.9684215,2998033401.8691487,-0.03876358184239417,600.0,600.0,355.4374547725507,161.43851792741802,158.33333333333334,68574228.55599283,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,12.005880117416382,3.6834049224853516,15.90723729133606
random_seed_95,1000,999,False,False,3579953910.775979,3511019547.9189544,4680643320.485474,4611708957.6284485,1100689409.7094946,1099549847.4500346,-0.03182162845065438,600.0,600.0,350.0,201.7737453691437,189.9968574577796,68934362.85702494,1295,"[[0, 0, 6], [1, 0, 6]]",410.0188552533224,13.08765983581543,3.4671716690063477,16.764904975891113
random_seed_96,1000,999,False,False,3579698206.8116536,3510843000.0,4680357540.144987,4611502333.333333,1100659333.3333335,1099264067.109548,-0.038962016330803345,600.0,600.0,358.3333333333333,174.22411434823584,190.0,68855206.81165364,1295,"[[0, 0, 6], [1, 0, 6]]",410.0,14.438478946685791,3.206571102142334,17.853185176849365
random_seed_97,1000,999,False,False,3579832264.873238,3511196296.8413053,6579216384.408536,6510580416.376603,2999384119.535298,2998122911.373097,-0.03521852114996292,600.0,600.0,343.7337099986243,186.39086887120712,158.33333333333334,68635968.03193304,1295,"[[0, 0, 6], [1, 0, 6]]",599.9999999999999,12.561051845550537,3.284666061401367,16.05327796936035
random_seed_98,1000,1000,False,True,3578562125.2888885,3510062469.2888885,8278338056.0,8209838400.0,4699775930.711111,4697244582.964561,-0.07068644718745407,600.0,600.0,300.0,234.3488888888985,130.0,68499656.00000003,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,11.601356744766235,3.3225579261779785,15.139529943466187
random_seed_99,1000,996,False,False,3578980636.0742702,3509887819.098143,8278754349.602122,8209661532.625995,4699773713.527852,4697660876.566683,-0.05899977135692758,600.0,600.0,448.6737400530504,300.0,130.0,69092816.97612733,1295,"[[0, 0, 6], [1, 0, 6]]",770.0,11.14014220237732,3.1364006996154785,14.489461898803711
